KL|03|03|1|BASE
KL|01|09|1|BASE
KL|02|02|1|BASE
KL|03|09|0|BASE
KL|02|10|1|BASE
KL|01|09|0|BASE
KL|05|11|0|BASE
KL|03|00|0|BASE
KL|02|10|0|BASE
KL|05|02|0|BASE
KL|02|09|1|BASE
KL|02|01|1|BASE
KL|02|05|0|BASE
M|0|0|0|STOPPED
KL|01|04|0|BASE
KL|01|04|1|BASE
KL|02|03|1|BASE
